,Username,Testid,Version,Response,Score
203392,P3176823,2365503.0,A1,<p>Mi casa es una casa normal es grande </p><p>no es nuevo </p><p>mi familia es una familia normal</p><p>mi familia es diferente also.</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>,N-MF
203395,P3176823,2365503.0,A1,<p>Mi casa es una casa normal es grande </p><p>no es nuevo </p><p>mi familia es una familia normal</p><p>mi familia es diferente also.</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>,N-MM
203397,P3176823,2365503.0,A1,<p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p>mi pias es perfecto para mi </p><p>tiene montañas muchos flores</p><p>puedo hugar futbal y futbal amaricano besbol.</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>,N-MF
203399,P3176823,2365503.0,A1,<p>Él weather en su pies es muy malo.<br></p><p>ella describe que su favorito dia es viernes</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>,N-NE
203436,P3177700,2366365.0,A1,<p>Yo gusta futbol americano. Tengo mucho corriendo yo gusta jugar con mis amigos. Yo gusta el invierno porque tengo la navidad!</p>,N-SE
203438,P3177700,2366365.0,A1,<p>personas puedo comer en el pizzaria. tengo washington D.C</p>,N-SE
203440,P3177700,2366365.0,A1,<p>Yo tengo un papa se llama Rafaiel.Yo tengo un mama se llama Tara.Yo tengo un abuelo se llama Merel.Yo tengo un abuela se llama Dee</p>,N-SE
203443,P3177700,2366365.0,A1,<p>Yo tengo un papa se llama Rafaiel.Yo tengo un mama se llama Tara.Yo tengo un abuelo se llama Merel.Yo tengo un abuela se llama Dee</p>,N-SE
203445,P3177700,2366365.0,A1,<p>personas puedo comer en el pizzaria. tengo washington D.C</p>,N-NE
203447,P3177700,2366365.0,A1,<p>Yo gusta futbol americano. Tengo mucho corriendo yo gusta jugar con mis amigos. Yo gusta el invierno porque tengo la navidad!</p>,N-MM
204522,P3211646,2396513.0,A2,<p><br></p><p>Mi Favorito es mi cumpleanos poque regales.  Tambien me gusta navidad porque jesus cumpleanos. </p>,N-MF
204523,P3211646,2396513.0,A2,"<p>Hola Profesor,</p><p>En Mi Ciudad Nosotros vamos de compras y comemos en resturante.  Nosotros nadamos en pisina y <!--StartFragment-->montar en bici.  Me gusta doy un paseo con mi perros. </p><p>Adios,  Mikayla.<!--EndFragment-->     </p>",N-MF
204527,P3211646,2396513.0,A2,<p>Hola </p><p>Me gusta jugar en nieva.  En verano es hace colar y sol y nado en pisina. En primavera hace fresco y esta nublado y corro.  en otonio hace nieva y hace frio y miro veo la tele.  </p>,N-MF
204528,P3211646,2396513.0,A2,<p>Hola </p><p>Me gusta jugar en nieva.  En verano es hace colar y sol y nado en pisina. En primavera hace fresco y esta nublado y corro.  en otonio hace nieva y hace frio y miro veo la tele.  </p>,N-MF
204532,P3211646,2396513.0,A2,"<p>Hola Profesor,</p><p>En Mi Ciudad Nosotros vamos de compras y comemos en resturante.  Nosotros nadamos en pisina y <!--StartFragment-->montar en bici.  Me gusta doy un paseo con mi perros. </p><p>Adios,  Mikayla.<!--EndFragment-->     </p>",N-MM
204533,P3211646,2396513.0,A2,<p><br></p><p>Mi Favorito es mi cumpleanos poque regales.  Tambien me gusta navidad porque jesus cumpleanos. </p>,N-MM
206749,Q2819282,2025546.0,A1,"<p>Dentro de yo ciudad, es tiene mountainas. Ell mountainas muy grande. Actividads en yo ciudad es eskiiar. </p>",N-MM
206751,Q2819282,2025546.0,A1,"<p>Hola, yo vive en Sun Valley. Es muy bein porque es mountanias. yo tiene un padre, madre, y perro. yo mama llamo es greg, yo padres llamo karen. Perros llama es dog. Yo madres teine 34 anos y padre tiene 37 anos. Mi famillia es muy devertito y cheststisto. yo quiro vey tú. choa.</p>",N-MF
206753,Q2819282,2025546.0,A1,"<p>Hola, Yo forvorita deportse es eskiiar. Yo ama nuebes pero se no divertido teine frio. </p>",N-MM
206754,Q2819282,2025546.0,A1,"<p>Hola, Yo forvorita deportse es eskiiar. Yo ama nuebes pero se no divertido teine frio. </p>",N-MF
206756,Q2819282,2025546.0,A1,"<p>Hola, yo vive en Sun Valley. Es muy bein porque es mountanias. yo tiene un padre, madre, y perro. yo mama llamo es greg, yo padres llamo karen. Perros llama es dog. Yo madres teine 34 anos y padre tiene 37 anos. Mi famillia es muy devertito y cheststisto. yo quiro vey tú. choa.</p>",N-MF
206758,Q2819282,2025546.0,A1,"<p>Dentro de yo ciudad, es tiene mountainas. Ell mountainas muy grande. Actividads en yo ciudad es eskiiar. </p>",N-MF
209797,Q2904328,2106872.0,A2,<p>Hola mi amo Josh </p>,N-SE
209798,Q2904328,2106872.0,A2,<p>Hola mi amo Josh mi favorita holiday es naveda. mi familia favorita holiday es naveda</p>,N-SE
209799,Q2904328,2106872.0,A2,<p>Hola mi amo Josh. yo soy de tennessee el cine es mucha fun</p>,N-SE
209804,Q2904328,2106872.0,A2,<p>Hola mi amo Josh. yo soy de tennessee el cine es mucha fun</p>,N-SE
209805,Q2904328,2106872.0,A2,<p>Hola mi amo Josh mi favorita holiday es naveda. mi familia favorita holiday es naveda</p>,N-MM
209806,Q2904328,2106872.0,A2,<p>Hola mi amo Josh </p>,N-NE
210162,Q2907237,2109767.0,A2,"<p>¡Hola! Me llamo Skyler. En me casa, mi familia mucho celebrar La Navidad. Nosotros abrir regalos y visitar con familia y abrir regalos con mis amigos. Mi mama cocinar pavo y otra comer con mi abeulea. <br></p>",N-MF
210163,Q2907237,2109767.0,A2,"<p>¡Hola! Me favorita primero es vierno. En vierno, yo gusto trabajar afuera y correr mucho. Yo luchar con amigos y visitar a playa con i familia.<br></p>",N-MF
210164,Q2907237,2109767.0,A2,"<p>¡Hola! Me llamo Skyler. En mi ciudad, es el cine, resturantes, y teatros. Me gusta mirar la pelicula en el cine con amigos de sabido y domingo. Nashville es muy popular de touriste porque es resturantes y mucho places tu visitar.<br></p>",N-MF
210171,Q2907237,2109767.0,A2,"<p>¡Hola! Me llamo Skyler. En mi ciudad, es el cine, resturantes, y teatros. Me gusta mirar la pelicula en el cine con amigos de sabido y domingo. Nashville es muy popular de touriste porque es resturantes y mucho places tu visitar.<br></p>",N-MM
210172,Q2907237,2109767.0,A2,"<p>¡Hola! Me favorita primero es vierno. En vierno, yo gusto trabajar afuera y correr mucho. Yo luchar con amigos y visitar a playa con i familia.<br></p>",N-NE
210173,Q2907237,2109767.0,A2,"<p>¡Hola! Me llamo Skyler. En me casa, mi familia mucho celebrar La Navidad. Nosotros abrir regalos y visitar con familia y abrir regalos con mis amigos. Mi mama cocinar pavo y otra comer con mi abeulea. <br></p>",N-MF
210540,Q2924251,2126266.0,A2,<p>Hola yo soy Brian Branch. Yo tengo dieciseis anos. me gusta verano </p>,N-SE
210544,Q2924251,2126266.0,A2,"<p>Hola yo soy Brian Branch. me gusta Thanksgiving y Navidad por mi familia. Nosotros comer, jugar video juego, y jugar americano futbol.</p>",N-MM
210545,Q2924251,2126266.0,A2,"<p>Hola yo soy Brian Branch. Tengo dieciseis años. me gusta ir al central mercado porque nosotros puede comprar ropa, nosotros puede ir a diferente restaurantes porque me puede comprar diferente comida.</p>",N-MF
210546,Q2924251,2126266.0,A2,"<p>Hola yo soy Brian Branch. Tengo dieciseis años. me gusta ir al central mercado porque nosotros puede comprar ropa, nosotros puede ir a diferente restaurantes porque me puede comprar diferente comida.</p>",N-MF
210547,Q2924251,2126266.0,A2,"<p>Hola yo soy Brian Branch. me gusta Thanksgiving y Navidad por mi familia. Nosotros comer, jugar video juego, y jugar americano futbol.</p>",N-MF
210551,Q2924251,2126266.0,A2,<p>Hola yo soy Brian Branch. Yo tengo dieciseis anos. me gusta verano </p>,N-SE
211519,Q2949184,2149590.0,A1,"<p>          En Illinois es Chicago.  En Chicago es muchos de trabajo.  En Chicago es musicales de brodway.  En Chicago muchos de los parques.  En Chicago muchos de apartementes.</p><p>          En Illinois es Glen Ellyn.  En Glen Ellyn es muchos de la casas.  En Glen Ellyn es nadar.</p><p><br></p><p><br></p><p>                                                                                                                                                    Adios,</p><p>                                                                                                                                                             Sam </p>",N-MM
211521,Q2949184,2149590.0,A1,"<p>Hola amigo,</p><p>          En mi familia es yo, mi mama, mi hermano, mi papa, y el perro.  Yo nombre es Sam (10), mama es Paula (48), hermano es Cooper (7), papa es Brian (47).  Yo es mucho de Loco y activito.  Mi mama es muy organizado.  Mi hermano es muy desorganisado.  Mi papa es muy creativo.</p><p><br></p><p><br></p><p>                                                                                                                                                                                       Adios,                                                                                                                                                                                                                                                                                                                                                                                                                                   </p><p>                                                                                                                                                                                               Sam   </p>",N-MF
211523,Q2949184,2149590.0,A1,<p>          Yo favorito es Junio.  Yo favorito actividad es me cumpleaños. </p><p>          En Junio en muchos de sõl.  En Junio es muy megusta de nadar y bilo de las amigas.  En Junio está de muy practicamos en la Shrek La Musicale.  Junio es yo </p><p>favorito.  </p>,N-MF
211524,Q2949184,2149590.0,A1,<p>          Yo favorito es Junio.  Yo favorito actividad es me cumpleaños. </p><p>          En Junio en muchos de sõl.  En Junio es muy megusta de nadar y bilo de las amigas.  En Junio está de muy practicamos en la Shrek La Musicale.  Junio es yo </p><p>favorito.  </p>,N-MF
211526,Q2949184,2149590.0,A1,"<p>Hola amigo,</p><p>          En mi familia es yo, mi mama, mi hermano, mi papa, y el perro.  Yo nombre es Sam (10), mama es Paula (48), hermano es Cooper (7), papa es Brian (47).  Yo es mucho de Loco y activito.  Mi mama es muy organizado.  Mi hermano es muy desorganisado.  Mi papa es muy creativo.</p><p><br></p><p><br></p><p>                                                                                                                                                                                       Adios,                                                                                                                                                                                                                                                                                                                                                                                                                                   </p><p>                                                                                                                                                                                               Sam   </p>",N-MF
211528,Q2949184,2149590.0,A1,"<p>          En Illinois es Chicago.  En Chicago es muchos de trabajo.  En Chicago es musicales de brodway.  En Chicago muchos de los parques.  En Chicago muchos de apartementes.</p><p>          En Illinois es Glen Ellyn.  En Glen Ellyn es muchos de la casas.  En Glen Ellyn es nadar.</p><p><br></p><p><br></p><p>                                                                                                                                                    Adios,</p><p>                                                                                                                                                             Sam </p>",N-MF
211561,Q2949969,2150374.0,A1,"<p>Hola,</p><p>Me llamo Madison en mi paíz, tengo museos, una grande pisina, y moy bonita flores. Nosotros visitamos la museo. En el verano, yo voy a la pisina porque tiene mucha sól. ¿Como actividas en tu paíz? En cinco de media, mi amiga voy a mi casa. Nosotros buscamos la bonitos flores. </p><p>Adiós. </p><p>Madison</p>",N-MF
211563,Q2949969,2150374.0,A1,"<p>Hola, me llamo Madison. En mi familia yo tengo un Mamá, un Papá, y un Harmana. ¿Cuantos personas en tu familia? Mi Mamá tengo quentra y seis años. Mi Mama's nombre es Debbie, Debbie tengo ojos marones, y pelo castaño y liso. Mi Mamá es bonita comica y organizada.Mi Papá tengo quarenta y cinco años. Mi Papa's nombre es John, John tengo ojos verdes, y calvo. Mi Papá es serio desoriganizado, y sociable.Mi Harmana tengo vente años. Mi Harmana's nombre es Emilia, Emilia tengo ojos verdes, y pelo rubio y ondulado. Mi Harmana es perasoza, comica, y inteligente. Me llamo Madison, yo tengo diez años. Yo tengo ojos marones, y pelo rubio. Yo soy inteligente, bonita, y sociiable. Yo soy de qunito grado. Yo vivo de Glen Ellyn, Yo soy de Chicago. ¿Como eres tu? </p>",N-MF
211565,Q2949969,2150374.0,A1,"<p>Hola, mi favorita es verano. Mi favorita es verano porque tiene mucha sol. En verano yo voy a la pisina, monta el bicycleta, y vo a la playa. En verano yo nado. Yo nado porque es refresca. ¿Cual es tu favorita/o deporte? ¿Porque? Yo juego futból porque te questa corra. Yo tengo un perra. La perra nombre es azul, porque ella es azul. ¿Tu tengo un perro? ¿Porque? </p>",N-MF
211566,Q2949969,2150374.0,A1,"<p>Hola, mi favorita es verano. Mi favorita es verano porque tiene mucha sol. En verano yo voy a la pisina, monta el bicycleta, y vo a la playa. En verano yo nado. Yo nado porque es refresca. ¿Cual es tu favorita/o deporte? ¿Porque? Yo juego futból porque te questa corra. Yo tengo un perra. La perra nombre es azul, porque ella es azul. ¿Tu tengo un perro? ¿Porque? </p>",N-MF
