no,reviseNetID,text,distA,distAMinus,distBPlus,distB,maxSim,predicted,expected
74,muehlenthalerkyle,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575604756,0.550926424,0.613435257,0.495679862,0.613435257,B+,B+
75,nakonechnyymaksym,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576669348,0.550943176,0.604746644,0.495717578,0.604746644,B+,A
76,nebelaustin,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575601225,0.550926921,0.603043634,0.495598037,0.603043634,B+,B+
77,nicolellisalexander,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610894,0.553738718,0.604746971,0.495717578,0.604746971,B+,A-
78,okekeekene,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610052,0.552207183,0.604746971,0.495717578,0.604746971,B+,A-
79,orannathan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576982226,0.550943328,0.604752602,0.495717578,0.604752602,B+,A
80,owensrachel,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611884,0.548003564,0.604751697,0.495717578,0.604751697,B+,A-
81,patelmeet,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575263355,0.550205273,0.603847901,0.528874993,0.603847901,B+,B
82,paynephilip,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575457916,0.550942728,0.604748546,0.495717578,0.604748546,B+,A
83,pengwilliam,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611961,0.551555161,0.604751697,0.495717578,0.604751697,B+,A-
84,powellthomas,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611999,0.552894495,0.604750791,0.495717578,0.604750791,B+,A-
85,quaglianokyle,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575213567,0.550637645,0.604320856,0.49358977,0.604320856,B+,B
86,quibellnadine,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.572441842,0.550934504,0.604745738,0.495717578,0.604745738,B+,A
87,ramseysmithjacob,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.571940679,0.550939756,0.604746263,0.495717578,0.604746263,B+,A
88,ratnakumarakhilesh,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610179,0.54937763,0.604715575,0.495649697,0.604715575,B+,A-
89,raugabriel,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.559665328,0.532902368,0.591855177,0.435789471,0.591855177,B+,B
90,rognesaustin,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575822025,0.550943754,0.604751697,0.495717578,0.604751697,B+,A
91,sampsonjamie,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576401814,0.550943489,0.604745974,0.495717578,0.604745974,B+,A
92,schachererowen,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611425,0.552590404,0.604751697,0.495717578,0.604751697,B+,A-
93,schmittandrew,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575800501,0.550941516,0.60474845,0.495620683,0.60474845,B+,A
94,schneiderbenjamin,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611872,0.553180155,0.604751172,0.495717578,0.604751172,B+,A-
95,schoenkesarah,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575574059,0.548639484,0.604751697,0.495717578,0.604751697,B+,A-
96,sealian,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610858,0.551677085,0.604750646,0.495717578,0.604750646,B+,A-
97,segaljonathan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.571191944,0.550943583,0.604751697,0.495717578,0.604751697,B+,A
98,sengstockwilliam,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577275401,0.550943485,0.604750266,0.495717578,0.604750266,B+,A
99,seokyung,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611233,0.546632739,0.604751697,0.495717578,0.604751697,B+,A-
100,sharmashubham,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575610452,0.551892946,0.604751172,0.495717578,0.604751172,B+,A-
101,sheetssteven,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575596641,0.550938817,0.609910659,0.495703638,0.609910659,B+,B+
102,shifflettsamuel,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.573144065,0.550943176,0.604749885,0.495713696,0.604749885,B+,A
103,shirazipatrick,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575609001,0.551210986,0.604743965,0.495717578,0.604743965,B+,A-
104,silversjordan,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575605779,0.550934654,0.609881046,0.495674834,0.609881046,B+,B+
105,slaglejoshua,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.57753481,0.550940054,0.604751697,0.495717578,0.604751697,B+,A
106,soricequinten,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576436349,0.550943286,0.604751697,0.495717578,0.604751697,B+,A
107,strzelczykelizabeth,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.576764854,0.550943754,0.604751697,0.495717578,0.604751697,B+,A
108,suzhenwei,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.577575248,0.550943359,0.604749596,0.495717578,0.604749596,B+,A
109,templejack,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611261,0.551447168,0.604748691,0.495717578,0.604748691,B+,A-
110,tenerjacob,script title legend br input img img p br br input img img p br br br option option option img img p br br br option option option option option option option option option option option img img p br br input script title legend br input img img p br br input img img p br br input img img p p br br input input  VariableDeclaration VariableDeclaration ExpressionStatement IfStatement VariableDeclaration VariableDeclaration VariableDeclaration VariableDeclaration IfStatement VariableDeclaration VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement VariableDeclaration VariableDeclaration ExpressionStatement IfStatement ReturnStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration ExpressionStatement VariableDeclaration VariableDeclaration IfStatement SwitchStatement SwitchStatement ExpressionStatement,0.575611616,0.551388563,0.604750791,0.495717578,0.604750791,B+,A-
